29711,21341
4446,46182
30530,32314
39783,65317
18839,50901
21504,49476
1804,51952
1309,23871
36850,41578
3322,7458
13018,58370
21763,62689
25367,10581
5468,44992
24597,62887
11199,63629
264,33308
3718,41310
4610,18426
15516,28672
43938,14490
57935,13469
59320,55628
55433,51275
17098,370
11168,48612
13929,47403
17823,36973
65497,51483
34192,13396
15641,28251
10012,27520
22899,31441
12602,42082
16417,63571
28242,37322
16890,22050
32231,57509
1804,51952
9051,21065
58518,7150
41537,10611
65266,31082
42193,59011
11485,54783
14005,10311
40757,41927
17136,37556
28249,32411
49560,34860
10640,8276
17173,31911
25292,22448
54700,43152
33469,18655
37025,56275
2470,21374
15105,25651
24741,51639
15644,9600
18592,35556
16595,43569
39279,20157
41689,40987
9749,24487
31625,45899
16787,61681
28490,22770
7200,37732
61013,61927
60139,21849
38592,53252
46709,19975
31214,30582
63882,1074
19654,52638
24835,51425
34626,28218
48664,40364
45718,48622
28823,5589
48044,29328
36369,14275
28891,40649
1649,17443
28456,2876
19203,24289
59028,1096
30719,63181
1752,15468
42554,59746
42944,63748
47676,23200
19384,13644
34875,3113
28572,34560
56811,19545
3674,25730
44268,58576
51069,34463
56496,26996
17414,54238
16587,64569
33421,59695
13401,47259
19891,34833
48514,6778
22692,5336
43612,37056
28551,50501
36532,9064
21939,4113
58696,26716
57898,34258
52827,39241
52129,10963
5470,16486
7550,9350
38569,53611
40,35900
10499,28897
6247,14373
18338,56474
34593,35667
55799,46901
58261,57895
57728,41924
50895,541
42365,34975
53257,24267
10486,48974
45608,55868
30367,54637
35960,30988
26375,7621
4802,60090
44651,39897
15650,41242
62764,42256
45804,57040
58381,58287
58495,51277
13082,38722
47114,17842
39631,65053
41626,53698
37599,43693
40559,7101
3977,12107
19929,23323
2237,29407
45247,5517
7189,14759
46164,56584
40072,61084
14460,46560
52676,40184
59727,42909
6264,52492
27100,48960
40937,48555
53558,2702
62622,17062
1387,58073
51800,37612
38845,3551
26923,5273
4288,42500
2105,60539
44742,31646
58060,55216
58137,22619
45637,56151
49710,40886
35842,15866
56244,40040
7247,19101
39728,3828
64342,46254
657,30019
5467,24649
14468,64184
50682,33314
35305,939
4654,53174
15585,4883
30192,2484
44609,7539
27585,57843
39028,48424
35372,55824
28695,45653
50645,39527
47138,28698
39635,45105
55571,33137
6829,2127
21260,24304
5998,42998
64463,64285
7678,34822
217,12827
35134,26950
62005,19143
20106,28978
2173,30623
45504,16132
9300,27912
7919,28989
60335,40189
40365,43855
11615,58925
21835,39865
19294,47718
28419,15073
7502,9686
16182,3214
23204,13016
46383,3965
8211,58481
44541,53791
2056,12572
5058,55226
64536,53164
26955,47033
45574,21982
44519,45221
14964,43816
55236,29432
4926,32582
43738,48130
38471,41733
49918,43270
15925,28359
56681,3115
21768,60956
9225,15051
25082,13858
27192,58572
43060,1512
40772,18808
5707,49337
11327,13837
17426,43658
51280,28436
24708,33464
35958,42446
13373,41311
52424,47324
3752,21436
24390,28958
10832,40212
20969,2987
33065,48875
15700,60936
55178,1586
8419,48321
63754,40626
1634,31834
12533,27527
38345,21387
47824,44692
27574,16910
24607,14829
57623,39765
32521,55755
36640,9828
32804,64344
59036,26112
46180,29080
40240,7412
37117,50463
62833,41763
41684,8840
15072,63524
60493,44527
50981,47415
8236,29712
16433,43235
45351,7141
58608,24756
45608,55868
48831,1933
56918,31662
26103,39733
14880,58724
53750,78
45221,31159
4779,49945
59967,59405
57809,17283
63386,9922
64982,6702
17509,32631
46648,26828
51182,35190
19662,45142
38234,51074
43515,51689
9857,65203
33425,62787
36624,42708
35681,14483
18560,29380
62175,51885
48950,35982
56179,6353
4582,60862
18810,30370
49634,11482
10365,22431
345,9627
58309,26583
29982,17958
47405,11215
50264,51436
7212,22544
46925,15599
19268,36216
55412,64808
21646,64278
47606,26702
44563,54897
1072,7156
27867,4809
60527,15805
23310,3222
36620,4848
7792,29492
29039,9917
59592,60636
55752,59868
2711,15317
49877,44903
12014,60534
7775,56109
14397,19807
22209,59635
34808,2956
47176,7004
5166,52662
25901,20431
61844,33608
32540,58240
37526,24046
62664,16604
57637,3895
32812,37904
53926,32894
28321,3539
62526,53318
56398,52438
42494,36870
24004,3320
25934,36310
2106,10082
4999,37189
57250,38042
16397,26543
40840,55708
47220,7464
16832,44804
6636,57808
57154,58938
33144,39436
60360,30684
38833,37219
59018,43314
40134,64926
27249,32803
38015,38989
43394,32378
14958,23286
19703,18997
33595,35625
17310,63910
36214,37582
38533,60311
43422,21414
2853,42295
43374,38390
4929,9843
30892,8080
14605,34991
458,52338
43411,55537
5020,29440
52014,50358
23667,24017
62768,29940
32360,636
21289,27883
2433,18867
61439,20173
38727,4101
4703,26413
63542,31118
18607,62973
38288,42068
45554,32874
4245,14119
1645,30479
52306,9162
46188,5968
34708,48456
57039,23069
47376,27860
10445,46447
34423,60085
23674,28066
38153,58315
61015,44949
14467,31073
53752,61836
44241,36483
19665,28291
48911,32349
14464,33476
2777,43035
54151,20805
38873,24859
37931,15257
38153,58315
60131,12993
380,60128
11227,55753
48315,60329
38573,31823
2181,35223
51382,24334
4171,34489
58527,22381
40106,25426
35497,36203
23086,14262
58630,222
25847,25141
55783,54437
16698,5218
5432,30668
49599,62093
29775,49821
21536,2916
56183,50101
58404,51032
43065,52347
3121,52451
11290,54338
8512,39812
10429,21215
63809,4211
21129,36427
33633,37011
61566,6022
44141,271
38367,61869
31358,32134
44805,63255
29099,11801
42582,25518
10060,15152
3437,40463
65218,32442
25569,4627
13601,48467
30867,7153
17856,19204
30303,4909
61031,37413
60676,44088
15114,60594
33564,24448
44916,13352
58280,51388
29999,53117
26735,445
11762,29802
1006,40310
10121,18251
39161,57915
14652,9632
334,16854
36618,14514
9823,25389
30038,6830
47729,45091
48067,61089
26113,39731
16192,32132
18604,20368
56508,20000
20951,23573
56132,32120
49820,2560
61104,63348
55169,23475
24631,22133
56774,21150
22752,51748
32959,50573
33557,48295
18441,14027
22037,44967
12360,13148
209,51843
33364,36616
33228,34480
34610,35754
29328,43348
36979,43473
61682,34666
58620,36192
378,20130
41923,22177
59133,32543
55684,57272
28995,54049
45376,2948
49489,53251
45383,22021
23879,6661
687,64509
45605,14391
12433,46915
29820,47584
46564,23576
23106,314
28852,49512
5628,23136
9008,46836
13118,24390
20677,20695
9972,1192
33786,13346
49055,30317
1600,35972
15989,13831
15695,58269
3616,45412
54253,46991
26715,57161
65273,44091
5780,54344
41379,53633
10350,56566
39394,17626
4732,31712
20867,32353
7648,57124
52969,46251
22443,34841
19518,51270
50333,10687
5135,13149
11710,18118
41354,11314
7547,4201
38838,58894
5271,4565
11924,3144
47383,37717
22276,57912
32014,31382
30175,4525
28866,3258
16201,5131
63534,2486
20923,16553
55936,28868
1368,8684
54195,4625
28057,33243
11625,15403
7203,11009
30371,4737
53229,11151
9370,53186
40017,19203
4612,43320
59079,42629
23379,41393
62336,8644
49427,10609
44820,41416
31885,24367
17376,14628
15162,31330
12944,26964
24571,54249
4496,2132
38965,1223
65110,56238
30092,11888
44919,32693
4701,6783
34948,10936
59500,848
19907,31905
2443,29177
34477,3151
8324,17080
17849,16635
58728,1404
60001,16275
30067,11985
40914,3658
20692,58504
226,21466
53876,17192
38118,20670
64777,19403
64050,28330
3456,59332
33659,23145
21551,42621
19446,26190
63750,48350
26725,35703
6509,61967
44403,59089
56894,17990
16875,59481
57287,23429
21706,32626
6110,49126
12939,35577
65065,54251
763,26345
39389,61183
29944,4236
35713,51123
15762,32010
42324,54792
34938,8610
40677,6903
9998,37014
35985,19267
22344,30300
44885,2791
57744,14420
21667,38017
55950,17686
64875,39641
55014,40638
16975,21661
55814,56798
33102,49622
14591,30669
36986,18850
50352,20852
16156,41856
58879,63693
30329,38075
36286,26310
58536,48572
38358,4654
20917,34631
53134,52758
6234,6786
13689,23483
16476,15040
29660,30016
38075,17321
5800,7100
18944,35652
29229,7375
37351,60581
30116,37336
61369,26363
29006,53718
34351,1149
14381,14031
27232,50852
33582,48310
39514,10370
2766,62038
19129,3579
54341,51543
5689,15995
48917,24743
13390,1238
61170,2410
39056,21332
23868,8608
16819,5137
17,21955
14390,47502
46952,54140
23526,62398
47520,40932
14194,51434
44819,52081
33119,33325
24872,39228
35687,36645
59362,55002
6843,3497
4871,53701
7041,14259
51387,20393
64542,62758
10423,13301
27740,61120
55535,38717
47613,9759
1421,53295
29475,35329
40266,39666
18097,43107
10828,15920
38323,20497
5779,24049
44529,6819
8143,30493
58952,52572
19453,42015
27989,48359
57857,61235
13328,50132
1271,49717
15021,26703
38895,57917
766,59654
60193,18259
10076,40384
22712,14924
54532,21560
4885,44199
16738,42842
15970,13402
50627,13473
47254,30702
60602,41698
15120,60116
19688,42492
33869,17903
44392,11644
61188,14904
586,16370
10277,567
42338,21338
58224,2100
53095,19237
41046,10670
58105,22587
33984,53764
14634,23762
37418,21970
12831,59373
12080,35572
40326,30814
20208,30388
20395,16409
49178,16450
55618,48186
52590,4598
32546,61210
14811,43977
42692,3576
2059,38265
16372,54696
13605,56119
61058,12154
11188,19560
16291,13185
32789,21927
44496,9620
59812,52696
2332,43392
63540,46568
57260,56976
47863,52277
6046,17830
20706,33754
64692,38248
19169,1299
58073,57371
65078,13198
15456,33956
16486,45374
58983,18981
6112,38180
53459,6705
41697,15635
54615,4757
15568,44180
21013,935
58167,16757
64505,60731
25797,56535
30481,6339
9290,44530
41353,7499
46344,36380
44971,24601
63576,54508
38846,40134
7645,64255
14044,10304
64521,37579
21717,7527
21030,40190
11338,30194
63729,6563
57441,27027
7744,50308
52298,54770
37895,709
59227,7753
13154,17754
47922,63402
37071,10269
1905,12579
30187,50265
25051,21449
31903,28525
20119,14293
33103,8093
10665,34923
56147,8625
11317,61639
48372,40616
16953,635
63067,41289
4373,7847
40665,5147
44501,615
4402,20906
38037,25383
59000,57100
6829,2127
36802,19386
43113,26411
44296,50716
51190,14926
24643,2593
8287,18733
37786,64194
63322,25986
58539,37145
39813,64663
38191,12157
65321,53483
64753,46499
39341,65359
24661,36839
34373,14167
55503,4125
47636,36040
36827,38345
29489,58339
25956,54936
61795,16449
34948,10936
50185,6859
10586,21378
18761,59915
53704,16860
28459,44697
10875,60777
3401,13835
41413,6615
36949,57319
24715,48377
11238,41918
61012,41736
53451,27705
34871,32373
65187,14977
16694,6798
3496,65212
30096,17492
65286,22238
55194,50882
47549,3039
52136,45244
37443,59425
31229,58911
31303,32517
29990,41982
31214,30582
38197,19911
43561,34795
24392,15964
6570,23634
49843,59665
64570,17250
29194,52146
17997,37871
64738,18394
12270,61814
59657,45003
57208,52236
61173,44423
61027,59713
54658,45690
1270,21326
287,40685
33440,32996
33837,6863
17411,52193
13996,49552
1240,44652
61298,57578
58174,44870
55456,64228
7924,15528
649,56907
6432,60516
35126,8846
25555,3377
26345,19627
18205,11071
43007,18125
47430,1822
30658,5050
27328,35844
1435,30345
28590,54
16604,24128
57518,2358
40423,16549
31148,9360
3015,44933
7172,65336
51791,40093
13203,7921
1386,14866
13596,48512
61739,48281
11066,35426
7451,35081
4678,28702
18959,23901
53402,962
12305,42435
34863,8829
27845,34007
43618,34906
26072,50028
42222,5750
38649,17467
21334,44206
31459,8897
31994,11554
18337,65235
30826,40210
40878,20534
18394,43266
56355,60161
65041,51139
31164,5920
46249,9067
8636,65312
30107,34441
50226,33962
38840,10572
5442,16442
1606,7198
49648,7604
17573,38327
5724,29888
36867,57313
12035,64225
55020,27344
53633,37299
59269,32919
25409,54899
19750,39934
8604,54528
40110,56630
10103,14261
64501,63111
58911,25581
58651,4361
62169,53275
5569,6131
12485,28887
63942,63134
28431,52829
25497,11227
9749,24487
36280,37708
7083,25625
62837,64775
48768,7364
60586,37714
12035,64225
15243,49145
48107,56921
30654,15558
16880,40372
2294,57166
17957,54327
17485,1519
50202,60482
10488,64652
31133,57023
62366,18854
19875,34177
51384,19020
31755,16761
65275,27369
49939,14193
6507,24281
61095,27237
1946,5826
13198,27158
45152,41124
683,21273
8709,14871
47834,11266
26332,30784
21678,46390
59865,44827
6179,65281
52530,34218
7567,18397
9173,40039
35305,939
1905,12579
42028,32784
56102,65022
1909,27399
23961,4571
45608,55868
16805,54967
27961,9595
31327,53037
57698,34650
37454,5846
59889,40611
27941,21303
45482,29778
56106,23250
12766,62950
53981,24575
52796,1696
29162,17298
21759,35789
52764,55936
61,38239
44013,20367
42560,60548
65169,26947
31991,39477
15727,51901
57638,6142
51587,22113
28415,53709
7895,41237
33219,59553
20806,65310
49168,2004
19020,40496
4515,57729
43798,32110
35158,5806
23441,59971
64126,64902
35766,41486
19860,46920
2765,25455
17955,12545
30094,51222
58168,6604
21544,51260
47155,12177
35772,34080
32228,58392
6119,34469
38278,45150
15832,47980
4720,7988
16100,26904
6005,56071
12843,7577
34990,53558
43924,18760
37140,49096
35331,50657
52149,32071
56452,26296
8688,48564
33473,7411
2032,34740
46664,64860
18949,33303
1834,61138
364,34896
40057,16059
50944,56388
31734,13902
2361,59771
42810,56930
20620,63856
26687,55821
20349,52895
15420,63648
33749,48231
40878,20534
58961,8451
21372,14560
21534,52518
13172,57384
16999,52773
64547,51969
20674,44218
53474,986
36523,46873
61573,53655
39719,37349
731,15561
6999,35989
10469,53495
23245,4975
57945,35483
58054,55198
1049,48475
49990,44318
25865,37835
32329,47883
32533,8359
6374,64702
38207,31501
62637,36431
30590,6790
26244,11448
46939,20041
45486,20022
64597,54247
43991,25109
47753,63051
57185,1171
31752,23836
45347,11265
9151,37005
4800,46084
59397,54295
18220,58128
40678,9918
27540,2376
7478,7822
287,40685
62247,51685
10256,4052
50834,31242
10241,59699
59025,12611
31332,27544
28075,41497
2296,40076
48164,8024
45976,9772
27451,21289
17076,28520
15839,63917
13101,61903
12997,32471
31212,33232
32611,12865
53651,57585
41749,40103
57233,58947
13689,23483
58884,62776
728,8300
39990,34190
37165,975
47419,38185
5927,17893
12946,60938
49073,47459
46824,60412
8362,3922
58933,38599
30587,63081
42670,29494
35438,35574
36363,57209
65492,65416
24916,27144
41698,12762
25006,40502
42058,11762
13690,51874
39998,30790
42594,23642
15184,33300
43085,25071
38594,30394
28227,31777
61413,53239
2848,2660
15648,59492
57206,24782
56900,20600
50841,44763
32656,39508
36082,23402
17263,58557
63830,42670
23781,52471
9432,36460
42951,58245
49931,12409
52176,63380
3369,13035
37232,55860
52506,19778
16685,54223
5079,43541
64377,17851
2125,495
21316,38264
362,36370
9983,59853
1024,4420
26438,47390
40069,34199
21243,5865
61857,38099
18469,57911
56803,62913
18469,57911
54871,30613
62444,55248
58431,52749
42010,3138
50144,47396
51306,52498
7114,37490
27869,5631
6922,36018
7760,51476
44542,30726
60606,52678
44278,56142
45877,12231
47555,57505
52662,28686
40236,27920
31717,9207
16915,49777
11773,21023
26034,298
8177,47267
27374,36982
49367,61205
57746,59658
14924,44592
59090,2378
15511,6613
37749,20231
33775,50749
29122,59834
9380,2264
39569,11587
39094,36622
36671,57613
50463,60141
50222,7606
61154,58842
3838,19718
43812,46680
37732,39064
20433,21891
38431,13293
33365,60903
8548,60056
50782,58726
40035,43841
30761,10731
21932,10384
47887,57949
39725,22991
27058,19754
36106,43698
16451,43553
38180,3160
60272,28724
51882,9554
40793,34715
45895,25605
48512,47044
38676,18888
63136,15588
4634,32322
8331,31993
45775,63005
1065,60907
50629,5591
50557,26783
13843,24177
727,48405
29329,1347
7840,25828
36955,18249
62356,37192
7066,17090
50358,37646
49181,23615
22017,11059
5552,26228
434,50474
57472,60100
44892,58816
44489,35723
32410,21954
26886,52446
65389,15375
50669,58767
39241,39435
36047,7197
64537,30043
44480,45828
6112,38180
12866,22842
12309,42407
8640,20228
44935,1349
32852,4360
13086,34854
21691,937
45418,24082
37203,43953
43386,38562
61531,59209
40520,50524
11981,65391
31445,10087
61016,32492
64291,45569
39115,29753
64688,18804
54730,6258
13036,24272
21696,516
8991,36077
40517,53079
17827,56705
59517,6047
30396,58400
56938,63250
45605,14391
8618,33874
25243,20361
31657,13931
26848,47652
21121,53939
32756,5544
14571,63321
9098,10802
30735,8029
9522,56746
60482,61242
9452,31952
43455,23181
57316,8728
50670,27510
1388,17488
58024,4028
40259,5921
47467,48857
30377,61803
27189,17095
31781,20023
51847,42053
4723,51153
3787,44601
30758,5886
30627,43905
10945,17651
11162,45762
22927,56285
24068,52536
32502,39246
33977,37883
22607,32413
22848,4996
7108,48888
61196,13040
11411,2033
18644,56456
33126,43582
33714,21290
4906,53970
43449,40187
55607,2933
25378,39706
11345,47875
25019,12457
24024,7020
60273,60707
51959,48181
41059,46913
59351,62997
1655,27317
7661,56719
33278,46086
22226,6474
11111,28453
5455,15261
12210,42794
64334,47062
1904,5172
58919,32997
33988,40952
56764,45856
37758,24198
9229,9135
41041,22275
11745,14355
2319,1117
19660,19888
2889,14347
8074,11826
56460,56688
22624,26788
57121,25427
29331,57841
9147,28329
45415,59685
62673,5763
17573,38327
38351,45341
4858,5922
65118,7526
6870,61230
22653,10143
50596,16856
27974,58142
40861,35007
31531,37529
62940,832
53676,31888
38937,18779
44866,5690
54486,62766
43442,36138
3330,34554
50759,29445
50416,32948
28039,14149
47126,25198
15649,1363
27010,15994
57087,25037
37408,15716
26912,40036
4267,46361
23601,31971
9406,42438
59390,56838
38821,8375
53882,38818
26227,37841
13876,55272
59962,21858
3830,2382
12277,25223
20340,37928
55443,48113
23029,10375
58033,31843
42397,703
43286,57198
19893,35655
3761,20579
64388,19896
5632,65348
1031,4805
35331,50657
6675,47729
50406,41150
62774,38542
13660,4032
52112,36436
26130,10378
48564,23144
57868,29168
50186,2482
32912,6996
25873,39619
56894,17990
29049,28603
35060,49832
58334,25574
61185,20531
45329,16067
13139,39345
10386,38922
15219,14545
17152,12356
57251,4993
13432,33036
15468,57168
53674,21586
8450,762
2617,35451
20743,965
33496,41068
45467,10889
24826,51490
20897,46291
928,38372
56349,16447
18825,50507
49598,53958
56746,14418
34385,259
2592,38244
550,60670
34606,26806
31284,50152
35089,46787
32619,47321
29880,56908
22790,23774
56403,15025
14401,25459
22896,25140
2741,1095
45616,52724
5635,2529
56522,42866
39536,26420
44670,55686
45833,46539
61088,5348
2622,64070
1491,31537
27518,22150
54410,6962
32055,10101
62923,23865
25720,20748
43663,15581
36158,62790
25587,33873
31023,27517
37172,49896
5528,21548
45359,893
21978,2818
22144,13508
49413,21783
12767,9645
38062,62774
4712,3708
36673,10867
46330,1314
40988,2176
57991,56389
33570,64282
42793,47339
406,43246
65465,55035
12838,15614
36093,14623
47559,61829
48389,22807
8657,33667
14206,55942
42563,5153
63843,2113
20421,27607
7729,51939
55325,46143
18339,23425
11418,38850
12808,18204
40871,29541
23100,15008
47600,30132
2703,23773
38885,22519
59825,53091
12467,60177
58202,59778
62452,12712
1781,17799
50690,54266
51691,12377
58016,41188
29703,8901
51388,45600
37282,53914
45939,61649
19374,5174
12068,53848
22480,11156
54725,34263
12117,35559
11597,42735
8204,5104
15964,15552
39117,17775
15585,4883
49380,55064
30178,47322
45253,61655
38374,59838
18794,46610
43868,18880
31885,24367
29517,61679
55036,43872
32999,50085
54719,28301
28042,20530
32121,17339
20920,24396
63611,40809
19394,28602
22859,18361
28060,30976
18240,34180
53240,62348
25866,41650
8960,53316
64053,45767
36003,44161
52502,27502
11079,48133
61446,30686
18181,3863
61241,13179
31578,41346
10226,55914
43687,65125
906,51762
57525,56903
30840,27916
54503,32677
48355,28865
44193,16339
34167,18869
56581,14615
31980,5328
29190,5598
60746,19186
3390,30022
6811,34697
13164,58960
58084,50456
61514,49650
51962,53026
7568,52308
49451,27801
19500,10256
24216,41260
9502,38438
11407,51933
49053,26815
51547,52297
52527,51069
17148,40800
3726,41238
38326,55310
30629,49335
55196,52992
8445,13599
47675,27177
10901,27943
64204,4016
16412,59520
62022,4126
33649,1315
42019,21249
22582,39310
41076,58664
39033,41659
59639,3637
56283,10697
58852,11288
52654,41526
12734,58054
29326,48406
7342,23862
20356,2488
63357,54943
63961,40731
713,22667
36005,32183
22192,16244
49533,52383
63155,25873
30692,39448
28346,49378
19351,21717
61461,26023
58874,57890
2596,16728
46421,34023
14500,13528
29739,56217
35301,34295
47534,5686
3604,26824
60793,21435
49976,14796
546,26138
38807,55509
58528,16100
35030,33070
9210,5154
38932,7880
5676,7696
3139,56865
9139,16913
2062,62870
47439,22429
8119,5877
12761,5915
38827,51225
8868,31448
57185,1171
18314,5682
22042,64066
45547,63577
18783,43565
36223,19789
39247,30621
42670,29494
203,48185
45288,25084
29387,55865
42160,29044
3513,51451
58121,1483
46983,3397
60583,56421
2024,35068
9019,27433
47297,42739
53045,29639
49842,31274
35323,59881
4272,21876
5054,4294
6926,52374
39633,8323
14816,41764
45420,22608
17702,54270
46191,34237
52596,1576
27638,17998
49836,42384
59818,35922
4894,43046
23007,52653
14973,17823
19866,12482
37576,37596
21858,41818
19738,52546
31946,1906
47712,63140
30932,11400
20363,15353
27377,42915
26001,4163
57677,29423
31025,15843
38444,40464
18424,52108
35452,62432
40085,2855
37443,59425
14284,41136
20397,6479
40905,43403
21063,22277
913,21059
15108,11832
7299,17761
64690,8234
37802,8786
53030,43518
56411,2889
63176,20188
56281,52507
49897,49323
27352,59500
22930,49418
36822,6190
42043,16425
42497,56115
11466,55154
8846,3350
42033,58595
10593,2707
30365,1983
47074,1754
7604,31336
59932,44672
48053,3399
33725,37343
14666,20210
8968,61468
2909,35711
2046,48646
60343,47861
50272,19620
7200,37732
58583,60181
52622,49174
27602,45642
38783,41805
39592,18364
21505,3379
53161,33387
29413,26359
32374,13262
13456,1876
32226,57562
8455,46021
7564,30320
27160,53676
15985,15395
39773,64383
28852,49512
17691,45321
61622,50958
55075,46593
1243,19145
44602,37218
20454,44990
48982,4270
10629,24215
50815,58957
13267,15665
53233,34979
41675,43577
39376,39316
11555,40961
42545,62179
1704,43964
63488,15684
62964,12200
51017,56331
31852,8016
24773,16599
31571,433
51640,5964
8322,32122
15310,31574
40512,17540
17383,51877
27499,40153
51578,63138
37970,35786
27478,17582
5463,21141
40943,35389
49360,18580
47783,28261
17198,31926
53130,32306
62448,64436
55039,47565
1386,14866
21787,8457
25562,19714
41350,1118
14656,13188
22937,62939
25647,5757
10287,637
6280,49820
55298,57850
1420,40560
6601,28555
46298,29186
36517,35767
21062,45086
42669,27727
30559,52269
9472,60996
60772,65176
64699,11177
48706,44346
27842,186
65355,16825
52767,19437
58820,21752
1957,12471
33345,51571
916,328
51146,18034
48854,23342
45472,55268
4140,33808
28808,39580
38235,57417
49338,61154
62614,3054
55240,52188
51704,27020
53322,25074
8636,65312
868,10392
64638,64390
23266,59866
35533,58223
1343,2829
51473,63171
10752,43844
3822,3190
54208,44292
16899,48609
46297,7707
18054,63838
44281,60987
53445,53463
63613,34719
51741,53823
47039,44173
4246,20462
47750,17758
52064,31652
5111,23861
26518,750
37286,64382
9618,17674
13953,28339
61241,13179
56023,54549
54374,19774
5272,39724
42946,58298
57921,26995
26990,22006
57488,47956
2794,11410
44273,34211
33314,58906
50606,55862
4479,55629
5539,3457
57372,18560
22550,17006
9422,43094
65248,25636
2813,11039
44194,64922
18303,62285
48373,20359
63407,24829
50317,50991
44780,58064
17432,6060
64656,36692
21510,50142
10175,48269
51837,46495
39152,23732
15751,26437
19333,19607
64727,17173
20283,3881
54372,53656
24859,58633
21994,32658
26468,25752
60618,38770
20026,61794
18104,11340
14633,55019
47643,22025
53140,42312
22557,13375
48844,27568
14174,44646
20036,57464
60925,4639
30487,42325
27594,17010
27642,64546
45573,43543
59364,10776
10210,5850
52734,55302
14469,55703
12159,15181
44206,19766
60411,10217
24118,21390
12767,9645
34893,33263
57149,46175
52851,64465
49317,27063
17894,14782
26186,64498
37977,55451
27208,31068
55972,45784
6542,25622
4843,56665
2588,36480
39458,7706
62921,62347
46448,17972
59873,19475
47983,48317
21502,25094
52041,63499
44875,37305
51987,40817
51308,9040
39329,23763
42190,10326
46706,52202
1392,63028
31837,32895
51495,46053
63958,24110
17532,27104
44956,50944
50536,42364
9692,54080
33222,48798
61993,28651
37251,48737
18188,2800
56870,33022
56484,16600
53522,5002
45819,46825
20702,16614
59344,7060
29413,26359
59271,56645
52077,53263
707,63905
64933,6839
27565,52559
56434,34282
26013,49855
41011,63377
53059,25889
65498,8450
64098,47194
21994,32658
53785,53083
7371,57
30580,48168
3884,35600
37446,61470
28430,39062
56720,35924
53769,31947
50286,37110
50089,15979
24459,11257
11730,28746
26927,64381
26514,37642
64557,4815
22723,25505
46299,6857
60192,10852
34002,27466
63666,33834
10387,27633
25046,17966
23822,39574
26807,29685
57993,65099
6212,54904
57411,35361
40972,37872
18033,33827
36368,18900
11508,44712
6691,7425
44105,64779
32728,6508
9668,38136
7228,6304
3957,54023
57311,26541
52388,53464
53846,6062
49181,23615
26069,31335
28094,34502
62965,56455
48498,37610
14279,21381
13731,28033
55908,2968
7366,32158
41117,11711
6966,4238
47251,23537
60370,12874
55847,11493
14550,20782
54066,44970
28179,38513
63512,9132
2700,40816
51202,61946
27411,65393
58510,60182
62096,10580
4219,38761
32439,40437
31677,27103
16936,19004
12352,8836
2064,12244
34505,5259
20551,55557
34248,7644
22248,52220
40936,24828
22579,36753
18411,37465
12144,48180
65293,25263
11032,43692
63147,7961
44600,16588
33199,34557
